0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.077002902211469315e-28,1.870814336874851058e-06,2.006429973320088245e-22,4.339800106082134446e-13,3.538897228828732382e-22,-7.915286416305125734e-07
-1.505087717763542675e-23,-1.499794075752348965e-01,2.002663993831548528e-22,-4.877072742024558122e-02,4.831651519696823944e-17,5.281106024979633417e-04
1.259859763460529338e-19,-1.469793694911198656e-01,-1.709406010486663981e-18,-4.779519762387820364e-02,4.733201363206521876e-17,5.173561209622124261e-04
1.854831973712231770e-19,-1.440388912305787250e-01,-2.564372991356883716e-18,-4.683904811338894525e-02,4.611065226744344616e-17,5.067405616961823947e-04
2.429604284461304678e-19,-1.411567904185747346e-01,-3.419212777779616802e-18,-4.590189764872761036e-02,4.495539016914481188e-17,4.964280384402539482e-04
2.988191424689133243e-19,-1.383319081524394534e-01,-4.275171898140139034e-18,-4.498337185653263764e-02,4.383392227031810424e-17,4.867153754145362951e-04
3.533439650969689193e-19,-1.355631085359025878e-01,-5.131169333319320179e-18,-4.408310335357373128e-02,4.272693948435716429e-17,4.780038577568047767e-04
4.648841678428245604e-19,-1.328492782223707480e-01,-6.839649604335800174e-18,-4.320073215657704857e-02,4.178331030877885666e-17,4.707306623331505521e-04
5.171526783609751689e-19,-1.301893259672748937e-01,-7.692278316163242188e-18,-4.233590620260831855e-02,4.062917728896989069e-17,4.652833308310470027e-04
5.695878092003625966e-19,-1.275821821893030339e-01,-8.544852524994644054e-18,-4.148828169587733677e-02,4.009349017138505021e-17,4.619324396698184241e-04
5.662411252305684526e-19,-1.250267985403440973e-01,-8.544844052936014414e-18,-4.065752309191000835e-02,3.949405442629288137e-17,4.608053981430909824e-04
6.771713048202087364e-19,-1.225221474839687102e-01,-1.024970562976533693e-17,-3.984330274069135258e-02,3.850520704324262953e-17,4.618996122494528405e-04
6.771953192873668575e-19,-1.200672218822783077e-01,-1.024944853604399669e-17,-3.904530035163622514e-02,3.789593282956525135e-17,4.651170446117508430e-04
7.363677805063245608e-19,-1.176610345909561983e-01,-1.110825279987099526e-17,-3.826320244453891573e-02,3.677199367616827309e-17,4.703017735871726818e-04
7.985986822805284914e-19,-1.153026180623566155e-01,-1.196682308023324124e-17,-3.749670187577175406e-02,3.629369074168818324e-17,4.772701900705753975e-04
9.220562455064330308e-19,-1.129910239564749785e-01,-1.367743901704591940e-17,-3.674549745808221995e-02,3.527373033016203914e-17,4.858311933922311479e-04
9.346380578591644430e-19,-1.107253227596390055e-01,-1.367629475544125519e-17,-3.600929365570069984e-02,3.464299300418566673e-17,4.957978532419617546e-04
1.069646115110740016e-18,-1.085046034107714913e-01,-1.538601554377601686e-17,-3.528780032758944279e-02,3.365541564832271650e-17,5.069931440251386739e-04
