0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.077002902211469315e-28,1.870814336874851058e-06,2.006429973320088245e-22,4.339800106082134446e-13,3.538897228828732382e-22,-7.915286416305125734e-07
-1.505087717763542675e-23,-1.499794075752348965e-01,2.002663993831548528e-22,-4.877072742024558122e-02,4.823358113108351945e-17,5.281106024979633417e-04
6.373724759369207738e-20,-1.487720734377949439e-01,-8.543535833922721371e-19,-4.837813181776778881e-02,4.773586726680375395e-17,5.238154095188929295e-04
1.265931992839934826e-19,-1.475669593697826742e-01,-1.708310891207924679e-18,-4.798626367669157899e-02,4.720100890417859162e-17,5.195992804861070341e-04
1.258614319841196094e-19,-1.463641078663460160e-01,-1.708339648468227422e-18,-4.759513827922089851e-02,4.720594942496684692e-17,5.156465522898306519e-04
1.880182753819355356e-19,-1.451635609695434703e-01,-2.564010804202090978e-18,-4.720477065165777641e-02,4.670756785787532764e-17,5.122404444715204222e-04
2.499254890467061857e-19,-1.439653602698668378e-01,-3.419675473500807506e-18,-4.681517585123503439e-02,4.619916506124128739e-17,5.097337364250320189e-04
3.121467966665567081e-19,-1.427695469077742418e-01,-4.278692924191788730e-18,-4.642636938368740335e-02,4.573828740962067316e-17,5.084945799749797856e-04
3.121327382618134365e-19,-1.415761615752328950e-01,-4.278633111668064184e-18,-4.603836761083613532e-02,4.576085685977910423e-17,5.088460594616203876e-04
3.127237168731266744e-19,-1.403852445172731611e-01,-4.278529755232911623e-18,-4.565118798964978158e-02,4.511628361074784854e-17,5.110213759995173950e-04
3.770125214534442239e-19,-1.391968355335513052e-01,-5.137349212066397553e-18,-4.526484906742280628e-02,4.458376584664152310e-17,5.151466942100600601e-04
4.423061492227496117e-19,-1.380109739799224855e-01,-5.989271191239174001e-18,-4.487937027214756319e-02,4.407190151734106907e-17,5.212492673825978298e-04
4.461319949782947836e-19,-1.368276987700237368e-01,-5.988905796148940395e-18,-4.449477159959088629e-02,4.343989834198271531e-17,5.292798288026559668e-04
5.152835380582424371e-19,-1.356470483768655866e-01,-6.840503044581223745e-18,-4.411107329078903239e-02,4.295053575111354367e-17,5.391380789500927612e-04
5.879178520828260181e-19,-1.344690608344339400e-01,-7.698610474612622855e-18,-4.372829555145581887e-02,4.242742666100563544e-17,5.506944744760440763e-04
5.974951503655292518e-19,-1.332937737393000699e-01,-7.697771519366281024e-18,-4.334645832573073843e-02,4.180522748968748453e-17,5.638059942930854877e-04
6.087864992646097779e-19,-1.321212242522401825e-01,-7.696786301247983467e-18,-4.296558111515725448e-02,4.118966500425411947e-17,5.783262387363481737e-04
6.906857201498919371e-19,-1.309514490998643366e-01,-8.547284729363847166e-18,-4.258568282722315773e-02,4.074473973346966201e-17,5.941112247021710724e-04
