0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
-4.591211095023078832e-11,-3.560330282592377868e-07,-7.947895798643876563e-17,4.268905598500429104e-12,9.799605359375219246e-12,-9.235616631472232104e-07
-9.861222047921908710e-06,1.500240160333977391e-01,-3.838757212078005589e-06,6.300671681713902739e-02,-5.089278522083436491e-06,-5.412422016410195751e-04
-9.663880391514514538e-06,1.470230856417558130e-01,-3.761955158159036693e-06,6.174641171343814294e-02,-4.987614186134646802e-06,-5.306307467157735580e-04
-9.470370599548811878e-06,1.440817327886953492e-01,-3.686672365205714041e-06,6.051115678236245604e-02,-4.887966305202305029e-06,-5.203440845370028902e-04
-9.280582826480642797e-06,1.411987747475054455e-01,-3.612877000131996704e-06,5.930046163134278930e-02,-4.790121490803742701e-06,-5.102090443651684064e-04
-9.094404414591397384e-06,1.383730522708249422e-01,-3.540538005897443194e-06,5.811384458769707634e-02,-4.693770525973963773e-06,-4.999072824879900951e-04
-8.911718204729624141e-06,1.356034291245335477e-01,-3.469625055580355777e-06,5.695083269876516363e-02,-4.598551281195428383e-06,-4.890042653530981328e-04
-8.732400595016853590e-06,1.328887916308957862e-01,-3.400108499530829492e-06,5.581096154542913162e-02,-4.504119950857984605e-06,-4.770239304165943312e-04
-8.556319246994360215e-06,1.302280482207744117e-01,-3.331959302440139490e-06,5.469377479696602151e-02,-4.410222678288576536e-06,-4.635431272305026262e-04
-8.383330298838546798e-06,1.276201289947331841e-01,-3.265148965924797285e-06,5.359882357272673092e-02,-4.316737417735102831e-06,-4.482656421711558154e-04
-8.213274889821652093e-06,1.250639852928530082e-01,-3.199649430468300573e-06,5.252566577533473308e-02,-4.223675024157801320e-06,-4.310497682288169045e-04
-8.045974720960652582e-06,1.225585892730877147e-01,-3.135432948017564246e-06,5.147386554949836407e-02,-4.131151296249218137e-06,-4.118921869485867309e-04
-7.881226260739065042e-06,1.201029334979904217e-01,-3.072471912660787750e-06,5.044299293347636465e-02,-4.039350267909767528e-06,-3.908891656357993513e-04
-7.718793031098681380e-06,1.176960305296445991e-01,-3.010738630809032487e-06,4.943262368791694755e-02,-3.948493534978820285e-06,-3.681956853697405420e-04
-7.558395143174371243e-06,1.153369125326362821e-01,-2.950205003040544692e-06,4.844233925119770245e-02,-3.858821134348160205e-06,-3.439934604956722589e-04
-7.399694836802645848e-06,1.130246308849087028e-01,-2.890842075025873230e-06,4.747172677264836771e-02,-3.770583461444180676e-06,-3.184701425865313460e-04
-7.242276112734176662e-06,1.107582557963425751e-01,-2.832619390542370893e-06,4.652037919124387549e-02,-3.684041765369705314e-06,-2.918077074015582224e-04
-7.085615454239894047e-06,1.085368759349090578e-01,-2.775504039521598526e-06,4.558789534241311503e-02,-3.599475192574622722e-06,-2.641770283244877630e-04
-6.929038789023709359e-06,1.063595980602457525e-01,-2.719459224409301002e-06,4.467388008515235653e-02,-3.517193687467486846e-06,-2.357361123128742591e-04
-6.771656621868058827e-06,1.042255466645087697e-01,-2.664442045513461428e-06,4.377794444642857385e-02,-3.437557728147233274e-06,-2.066302753850375194e-04
